authorID,groupID,author_name,author_order,address,university,department,postal_code,city,state,country,RP_address,RI,OI,UT,refID,PT,PY,PU
49435,17337,"Stevens, Martin",1,"Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England.",univ cambridge,dept zool,cb23ej,cambridge,NA,england,NA,NA,0000-0001-7768-3426,WOS:000312431000030,16860,J,2013,OXFORD UNIV PRESS INC
49436,4258,"Troscianko, Jolyon",3,"Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England.",univ cambridge,dept zool,cb23ej,cambridge,NA,england,NA,NA,0000-0001-9071-2594,WOS:000312431000030,16860,J,2013,OXFORD UNIV PRESS INC
49437,518,"Murphy, Christopher G.",1,"James Madison Univ, Dept Biol, Harrisonburg, VA 22807 USA.",james madison univ,dept biol,22807,harrisonburg,va,usa,NA,F-4932-2012,NA,WOS:000310153500002,16861,J,2012,OXFORD UNIV PRESS INC
49438,8392,"Banks, Peter B.",2,"Univ New S Wales, Sch Biol Earth & Environm Sci, Sydney, NSW 2052, Australia.",univ new s wales,sch biol earth & environm sci,2052,sydney,NA,australia,NA,NA,0000-0002-4340-6495,WOS:000305630800025,16862,J,2012,OXFORD UNIV PRESS INC
49439,2362,"McArthur, Clare",4,"Univ Sydney, Sch Biol Sci, Sydney, NSW 2006, Australia.",univ sydney,sch biol sci,2006,sydney,NA,australia,NA,AAI-2493-2020,0000-0002-7867-414X,WOS:000305630800025,16862,J,2012,OXFORD UNIV PRESS INC
49440,49440,"Nersesian, Carolyn L.",1,"Univ Sydney, Sch Biol Sci, Sydney, NSW 2006, Australia.",univ sydney,sch biol sci,2006,sydney,NA,australia,NA,NA,NA,WOS:000305630800025,16862,J,2012,OXFORD UNIV PRESS INC
49441,2458,"SIMPSON, SJ",3,"Univ Sydney, Sch Biol Sci, Sydney, NSW 2006, Australia.",univ sydney,sch biol sci,2006,sydney,NA,australia,NA,C-8392-2009,0000-0003-0256-7687,WOS:000305630800025,16862,J,2012,OXFORD UNIV PRESS INC
49442,10538,"Barrett, Louise",3,"Univ KwaZulu Natal, Behav Ecol & Res Grp, Sch Psychol, ZA-40412 Durban, South Africa.",univ kwazulu natal,behav ecol & res grp,40412,durban,NA,south africa,NA,NA,NA,WOS:000302485200015,16863,J,2012,OXFORD UNIV PRESS INC
49443,48912,"Clarke, Parry M. R.",1,"Univ Calif Davis, Dept Anthropol, Davis, CA 95616 USA.",univ calif davis,dept anthropol,95616,davis,ca,usa,NA,NA,NA,WOS:000302485200015,16863,J,2012,OXFORD UNIV PRESS INC
49444,2903,"Henzi, S. Peter",2,"Univ KwaZulu Natal, Behav Ecol & Res Grp, Sch Psychol, ZA-40412 Durban, South Africa.",univ kwazulu natal,behav ecol & res grp,40412,durban,NA,south africa,NA,NA,0000-0001-6175-1674,WOS:000302485200015,16863,J,2012,OXFORD UNIV PRESS INC
49445,49445,"Brauth, Steven E.",4,"Univ Maryland, Dept Psychol, College Pk, MD 20742 USA.",univ maryland,dept psychol,20742,college park,md,usa,NA,NA,NA,WOS:000300733800012,16864,J,2012,OXFORD UNIV PRESS INC
49446,28315,"Cui, Jianguo",2,"Chinese Acad Sci, Chengdu Inst Biol, Dept Herpetol, Chengdu 610041, Sichuan, Peoples R China.",chinese acad sci,chengdu inst biol,610041,chengdu,NA,china,NA,NA,NA,WOS:000300733800012,16864,J,2012,OXFORD UNIV PRESS INC
49447,49447,"Song, Jing",3,"Chinese Acad Sci, Chengdu Inst Biol, Dept Herpetol, Chengdu 610041, Sichuan, Peoples R China.",chinese acad sci,chengdu inst biol,610041,chengdu,NA,china,NA,NA,NA,WOS:000300733800012,16864,J,2012,OXFORD UNIV PRESS INC
49448,39928,"Tang, Yezhong",5,"Chinese Acad Sci, Chengdu Inst Biol, Dept Herpetol, Chengdu 610041, Sichuan, Peoples R China.",chinese acad sci,chengdu inst biol,610041,chengdu,NA,china,NA,NA,NA,WOS:000300733800012,16864,J,2012,OXFORD UNIV PRESS INC
49449,49449,"Xu, Fei",1,"Chinese Acad Sci, Chengdu Inst Biol, Dept Herpetol, Chengdu 610041, Sichuan, Peoples R China.",chinese acad sci,chengdu inst biol,610041,chengdu,NA,china,NA,NA,NA,WOS:000300733800012,16864,J,2012,OXFORD UNIV PRESS INC
49450,353,"Backwell, Patricia R. Y.",3,"Australian Natl Univ, Res Sch Biol, Canberra, ACT 0200, Australia.",australian natl univ,res sch biol,0200,canberra,NA,australia,NA,C-8883-2009,NA,WOS:000294358400010,16865,J,2011,OXFORD UNIV PRESS INC
49451,355,"Jennions, Michael D.",2,"Australian Natl Univ, Res Sch Biol, Canberra, ACT 0200, Australia.",australian natl univ,res sch biol,0200,canberra,NA,australia,NA,C-7560-2009,0000-0001-9221-2788,WOS:000294358400010,16865,J,2011,OXFORD UNIV PRESS INC
49452,15553,"Milner, R. N. C.",1,"Australian Natl Univ, Res Sch Biol, Canberra, ACT 0200, Australia.",australian natl univ,res sch biol,0200,canberra,NA,australia,NA,NA,0009-0003-4640-9397,WOS:000294358400010,16865,J,2011,OXFORD UNIV PRESS INC
49453,7092,"Prum, Richard O.",2,"Yale Univ, Dept Ecol & Evolutionary Biol, New Haven, CT 06511 USA.",yale univ,dept ecol & evolutionary biol,06511,new haven,ct,usa,NA,NA,0000-0002-4741-7132,WOS:000294358400022,16866,J,2011,OXFORD UNIV PRESS INC
49454,7859,"Stoddard, Mary Caswell",1,"Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England.",univ cambridge,dept zool,cb23ej,cambridge,NA,england,NA,NA,0000-0001-8264-3170,WOS:000294358400022,16866,J,2011,OXFORD UNIV PRESS INC
49455,28213,"Rapaport, Lisa G.",1,"Clemson Univ, Dept Biol Sci, Clemson, SC 29612 USA.",clemson univ,dept biol sci,29612,clemson,sc,usa,NA,NA,NA,WOS:000291750000010,16867,J,2011,OXFORD UNIV PRESS INC
49456,49456,"Bacon, Ida E.",1,"Univ Edinburgh, Inst Evolutionary Biol, Edinburgh EH9 3JT, Midlothian, Scotland.",univ edinburgh,inst evolutionary biol,eh93jt,edinburgh,midlothian,scotland,NA,NA,NA,WOS:000289839600006,16868,J,2011,OXFORD UNIV PRESS INC
49457,6119,"HEALY, SD",3,"Univ St Andrews, Sch Biol, St Andrews KY16 9JP, Fife, Scotland.",univ st andrews,sch biol,ky169jp,saint andrews,fife,scotland,NA,NA,0000-0002-8059-4480,WOS:000289839600006,16868,J,2011,OXFORD UNIV PRESS INC
49458,6125,"Hurly, TA",2,"Univ Lethbridge, Dept Biol Sci, Lethbridge, AB T1K 3M4, Canada.",univ lethbridge,dept biol sci,t1k3m4,lethbridge,NA,canada,NA,ABD-6139-2020,NA,WOS:000289839600006,16868,J,2011,OXFORD UNIV PRESS INC
49459,1680,"Cant, MA",4,"Univ Exeter, Sch Biosci, Ctr Ecol & Conservat, Penryn TR10 9EZ, Cornwall, England.",univ exeter,sch biosci,tr109ez,penryn,cornwall,england,NA,B-1982-2009,0000-0002-1530-3077,WOS:000289839600009,16869,J,2011,OXFORD UNIV PRESS INC
49460,2523,"Furrer, Roman D.",1,"Univ Zurich, Inst Evolutionary Biol & Environm Studies, CH-8057 Zurich, Switzerland.",univ zurich,inst evolutionary biol & environm studies,8057,zurich,NA,switzerland,NA,NA,NA,WOS:000289839600009,16869,J,2011,OXFORD UNIV PRESS INC
49461,16282,"Kyabulima, Solomon",2,"Banded Mongoose Res Project, Kasese, Uganda.",banded mongoose res project,NA,NA,kasese,NA,uganda,NA,NA,NA,WOS:000289839600009,16869,J,2011,OXFORD UNIV PRESS INC
49462,20973,"Manser, Marta",5,"Univ Zurich, Inst Evolutionary Biol & Environm Studies, CH-8057 Zurich, Switzerland.",univ zurich,inst evolutionary biol & environm studies,8057,zurich,NA,switzerland,NA,NA,NA,WOS:000289839600009,16869,J,2011,OXFORD UNIV PRESS INC
49463,11521,"Willems, Erik P.",3,"Univ Zurich, Anthropol Inst & Museum, CH-8057 Zurich, Switzerland.",univ zurich,anthropol inst & museum,8057,zurich,NA,switzerland,NA,NA,NA,WOS:000289839600009,16869,J,2011,OXFORD UNIV PRESS INC
49464,1219,"Aviles, Leticia",4,"Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.",univ british columbia,dept zool,v6t1z4,vancouver,NA,canada,NA,AAL-8190-2020,0000-0002-9609-2952,WOS:000289839600027,16870,J,2011,OXFORD UNIV PRESS INC
49465,6802,"Gonzaga, Marcelo de Oliveira",2,"Univ Fed Uberlandia, Inst Biol, Dept Zool, BR-38400902 Uberlandia, MG, Brazil.",univ fed uberlandia,inst biol,38400902,uberlandia,NA,brazil,NA,A-4805-2013,0000-0003-0093-1801,WOS:000289839600027,16870,J,2011,OXFORD UNIV PRESS INC
49466,49466,"Guevara, Jennifer",1,"Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.",univ british columbia,dept zool,v6t1z4,vancouver,NA,canada,NA,NA,NA,WOS:000289839600027,16870,J,2011,OXFORD UNIV PRESS INC
49467,6804,"Vasconcellos-Neto, Joao",3,"Univ Estadual Campinas, Inst Biol, Dept Zool, BR-13081970 Campinas, SP, Brazil.",univ estadual campinas,inst biol,13081970,campinas,NA,brazil,NA,NA,0000-0001-9306-7594,WOS:000289839600027,16870,J,2011,OXFORD UNIV PRESS INC
49468,49468,"Ahnesjo, Ingrid",2,"Uppsala Univ, Dept Ecol & Genet, SE-75236 Uppsala, Sweden.",uppsala univ,dept ecol & genet,75236,uppsala,NA,sweden,NA,NA,NA,WOS:000289839600026,16871,J,2011,OXFORD UNIV PRESS INC
49469,13368,"Braga Goncalves, Ines",3,"Univ Gothenburg, Dept Zool, SE-40530 Gothenburg, Sweden.",univ gothenburg,dept zool,40530,gothenburg,NA,sweden,NA,NA,0000-0003-0659-9029,WOS:000289839600026,16871,J,2011,OXFORD UNIV PRESS INC
49470,1533,"Kvarnemo, C",4,"Univ Gothenburg, Dept Zool, SE-40530 Gothenburg, Sweden.",univ gothenburg,dept zool,40530,gothenburg,NA,sweden,NA,D-3529-2012,NA,WOS:000289839600026,16871,J,2011,OXFORD UNIV PRESS INC
49471,49471,"Sagebakken, Gry",1,"Univ Gothenburg, Dept Zool, SE-40530 Gothenburg, Sweden.",univ gothenburg,dept zool,40530,gothenburg,NA,sweden,NA,NA,NA,WOS:000289839600026,16871,J,2011,OXFORD UNIV PRESS INC
49472,8270,"Engqvist, Leif",1,"Univ Groningen, Theoret Biol Grp, Ctr Ecol & Evolutionary Studies, NL-9700 CC Groningen, Netherlands.",univ groningen,theoret biol grp,9700,groningen,NA,netherlands,NA,C-3595-2009,0000-0002-9434-7130,WOS:000289299500022,16872,J,2011,OXFORD UNIV PRESS INC
49473,2767,"Burke, T",5,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,B-3196-2011,0000-0003-3848-1244,WOS:000289299500035,16873,J,2011,OXFORD UNIV PRESS INC
49474,47889,"Gillespie, Duncan O. S.",3,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,G-1401-2013,NA,WOS:000289299500035,16873,J,2011,OXFORD UNIV PRESS INC
49475,229,"Hatchwell, Ben J.",4,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,C-5433-2016,0000-0002-1039-4782,WOS:000289299500035,16873,J,2011,OXFORD UNIV PRESS INC
49476,3,"Nakagawa, Shinichi",1,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,B-5571-2011,0000-0002-7765-5182,WOS:000289299500035,16873,J,2011,OXFORD UNIV PRESS INC
49477,41873,"Ockendon, Nancy",2,Could not be extracted,could not be extracted,NA,NA,NA,NA,could not be extracted,NA,NA,0000-0001-5055-1079,WOS:000289299500035,16873,J,2011,OXFORD UNIV PRESS INC
49478,4455,"Bailey, Nathan W.",3,"Univ Calif Riverside, Dept Biol, Riverside, CA 92521 USA.",univ calif riverside,dept biol,92521,riverside,ca,usa,NA,NA,0000-0003-3531-7756,WOS:000289299500016,16874,J,2011,OXFORD UNIV PRESS INC
49479,3238,"Rebar, Darren",1,"Univ Calif Riverside, Dept Biol, Riverside, CA 92521 USA.",univ calif riverside,dept biol,92521,riverside,ca,usa,NA,NA,0000-0001-6170-2100,WOS:000289299500016,16874,J,2011,OXFORD UNIV PRESS INC
49480,23391,"Zuk, M",2,"Univ Calif Riverside, Dept Biol, Riverside, CA 92521 USA.",univ calif riverside,dept biol,92521,riverside,ca,usa,NA,NA,NA,WOS:000289299500016,16874,J,2011,OXFORD UNIV PRESS INC
49481,12865,"Groothuis, TGG",6,"Univ Groningen, Dept Behav Biol, NL-9750 AA Haren, Netherlands.",univ groningen,dept behav biol,9750,haren,NA,netherlands,NA,NA,NA,WOS:000288276100010,16875,J,2011,OXFORD UNIV PRESS INC
49482,14530,"Hegyi, Gergely",1,"Eotvos Lorand Univ, Dept Systemat Zool & Ecol, Behav Ecol Grp, Pazmany Peter Setany 1-C, H-1117 Budapest, Hungary.",eotvos lorand univ,dept systemat zool & ecol,1117,budapest,NA,hungary,NA,AAG-4988-2021,0000-0002-4906-3550,WOS:000288276100010,16875,J,2011,OXFORD UNIV PRESS INC
49483,49483,"Herenyi, Marton",2,"Eotvos Lorand Univ, Dept Systemat Zool & Ecol, Behav Ecol Grp, Pazmany Peter Setany 1-C, H-1117 Budapest, Hungary.",eotvos lorand univ,dept systemat zool & ecol,1117,budapest,NA,hungary,NA,NA,NA,WOS:000288276100010,16875,J,2011,OXFORD UNIV PRESS INC
49484,13429,"Rosivall, Balazs",4,"Eotvos Lorand Univ, Dept Systemat Zool & Ecol, Behav Ecol Grp, Pazmany Peter Setany 1-C, H-1117 Budapest, Hungary.",eotvos lorand univ,dept systemat zool & ecol,1117,budapest,NA,hungary,NA,T-1057-2017,0000-0002-0732-1160,WOS:000288276100010,16875,J,2011,OXFORD UNIV PRESS INC
49485,13430,"Szollosi, Eszter",3,"Eotvos Lorand Univ, Dept Systemat Zool & Ecol, Behav Ecol Grp, Pazmany Peter Setany 1-C, H-1117 Budapest, Hungary.",eotvos lorand univ,dept systemat zool & ecol,1117,budapest,NA,hungary,NA,NA,0000-0003-2913-2894,WOS:000288276100010,16875,J,2011,OXFORD UNIV PRESS INC
49486,2983,"Torok, Janos",5,"Eotvos Lorand Univ, Dept Systemat Zool & Ecol, Behav Ecol Grp, Pazmany Peter Setany 1-C, H-1117 Budapest, Hungary.",eotvos lorand univ,dept systemat zool & ecol,1117,budapest,NA,hungary,NA,NA,NA,WOS:000288276100010,16875,J,2011,OXFORD UNIV PRESS INC
49487,9287,"Pollard, Kimberly A.",1,"Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA 90095 USA.",univ calif los angeles,dept ecol & evolutionary biol,90095,los angeles,ca,usa,NA,NA,NA,WOS:000288276100018,16876,J,2011,OXFORD UNIV PRESS INC
49488,49488,"Greenlees, Matthew J.",1,"Univ Sydney, Sch Biol Sci A08, Sydney, NSW 2006, Australia.",univ sydney,sch biol sci a08,2006,sydney,NA,australia,NA,NA,NA,WOS:000280903900012,16877,J,2010,OXFORD UNIV PRESS INC
49489,19696,"Phillips, Benjamin L.",2,"Univ Sydney, Sch Biol Sci A08, Sydney, NSW 2006, Australia.",univ sydney,sch biol sci a08,2006,sydney,NA,australia,NA,C-7957-2009,0000-0003-2580-2336,WOS:000280903900012,16877,J,2010,OXFORD UNIV PRESS INC
49490,3538,"Shine, Richard",3,"Univ Sydney, Sch Biol Sci A08, Sydney, NSW 2006, Australia.",univ sydney,sch biol sci a08,2006,sydney,NA,australia,NA,NA,NA,WOS:000280903900012,16877,J,2010,OXFORD UNIV PRESS INC
49491,1463,"Kazem, Anahita J. N.",3,"Norwegian Univ Sci & Technol, Ctr Conservat Biol, Dept Biol, N-7491 Trondheim, Norway.",norwegian univ sci & technol,ctr conservat biol,7491,trondheim,NA,norway,NA,NA,NA,WOS:000280903900027,16878,J,2010,OXFORD UNIV PRESS INC
49492,3258,"Ratikainen, Irja Ida",1,"Norwegian Univ Sci & Technol, Ctr Conservat Biol, Dept Biol, N-7491 Trondheim, Norway.",norwegian univ sci & technol,ctr conservat biol,7491,trondheim,NA,norway,NA,B-1812-2009,0000-0001-9935-7998,WOS:000280903900027,16878,J,2010,OXFORD UNIV PRESS INC
49493,5816,"Wright, Jonathan",2,"Norwegian Univ Sci & Technol, Ctr Conservat Biol, Dept Biol, N-7491 Trondheim, Norway.",norwegian univ sci & technol,ctr conservat biol,7491,trondheim,NA,norway,NA,NA,NA,WOS:000280903900027,16878,J,2010,OXFORD UNIV PRESS INC
49494,49494,"Accamando, Amanda K.",4,"Caribbean Primate Res Ctr, Punta Santiago, PR 00741 USA.",caribbean primate res ctr,NA,00741,punta santiago,pr,usa,NA,NA,NA,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49495,5580,"Brent, Lauren J. N.",2,"Roehampton Univ, Ctr Res Evolutionary Anthropol, London SW15 4JD, England.",roehampton univ,ctr res evolutionary anthropol,sw154jd,london,NA,england,NA,NA,0000-0002-1202-1939,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49496,40673,"Dubuc, Constance",3,"Univ Montreal, Dept Anthropol, Montreal, PQ H3C 3J7, Canada.",univ montreal,dept anthropol,h3c3j7,montreal,NA,canada,NA,NA,NA,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49497,2703,"Engelhardt, A",5,"German Primate Ctr, Dept Reprod Biol, D-37077 Gottingen, Germany.",german primate ctr,dept reprod biol,37077,gottingen,NA,germany,NA,A-2660-2013,0000-0003-2704-7493,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49498,49498,"Gerald, MS",6,"Caribbean Primate Res Ctr, Punta Santiago, PR 00741 USA.",caribbean primate res ctr,NA,00741,punta santiago,pr,usa,NA,NA,NA,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49499,16634,"Heistermann, Michael",7,"German Primate Ctr, Dept Reprod Biol, D-37077 Gottingen, Germany.",german primate ctr,dept reprod biol,37077,gottingen,NA,germany,NA,NA,NA,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49500,44250,"Higham, James P.",1,"Univ Chicago, Inst Mind & Biol, Chicago, IL 60637 USA.",univ chicago,inst mind & biol,60637,chicago,il,usa,NA,NA,NA,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49501,17337,"Stevens, Martin",8,"Univ Cambridge, Dept Zool, Cambridge CB2 3EJ, England.",univ cambridge,dept zool,cb23ej,cambridge,NA,england,NA,NA,0000-0001-7768-3426,WOS:000279474900012,16879,J,2010,OXFORD UNIV PRESS INC
49502,1189,"Dochtermann, Ned A.",1,"Univ Nevada, Dept Biol, Reno, NV 89557 USA.",univ nevada,dept biol,89557,reno,nv,usa,NA,A-7146-2010,NA,WOS:000277452800001,16880,J,2010,OXFORD UNIV PRESS INC
49503,25601,"Bagneres, Anne-Genevieve",3,"Univ Tours, Inst Rech Biol Insecte, CNRS, UMR 6035, F-37200 Tours, France.",univ tours,inst rech biol insecte,37200,tours,NA,france,NA,P-9764-2019,0000-0002-1729-379X,WOS:000277452800028,16881,J,2010,OXFORD UNIV PRESS INC
49504,25601,"Bagneres, Anne-Genevieve",3,"Univ Tours, Inst Rech Biol Insecte, CNRS, UMR 6035, F-37200 Tours, France.",univ tours,inst rech biol insecte,37200,tours,NA,france,NA,A-6075-2009,0000-0002-1729-379X,WOS:000277452800028,16881,J,2010,OXFORD UNIV PRESS INC
49505,49505,"Cortesero, AM",2,"Univ Rennes 1, UMR 1099, BiO3P, F-35042 Rennes, France.",univ rennes 1,umr 1099,35042,rennes,NA,france,NA,NA,NA,WOS:000277452800028,16881,J,2010,OXFORD UNIV PRESS INC
49506,14350,"Lize, A.",1,"Univ Rennes 1, UMR 1099, BiO3P, F-35042 Rennes, France.",univ rennes 1,umr 1099,35042,rennes,NA,france,NA,B-9897-2011,0000-0002-7289-4205,WOS:000277452800028,16881,J,2010,OXFORD UNIV PRESS INC
49507,49507,"Poinsot, Denis",4,"Univ Rennes 1, UMR 1099, BiO3P, F-35042 Rennes, France.",univ rennes 1,umr 1099,35042,rennes,NA,france,NA,NA,NA,WOS:000277452800028,16881,J,2010,OXFORD UNIV PRESS INC
49508,2444,"Dobler, Ralph",1,"Univ Basel, Inst Zool, CH-4051 Basel, Switzerland.",univ basel,inst zool,4051,basel,NA,switzerland,NA,A-5341-2009,NA,WOS:000274483400008,16882,J,2010,OXFORD UNIV PRESS INC
49509,3144,"Koelliker, Mathias",2,"Univ Basel, Inst Zool, CH-4051 Basel, Switzerland.",univ basel,inst zool,4051,basel,NA,switzerland,NA,NA,NA,WOS:000274483400008,16882,J,2010,OXFORD UNIV PRESS INC
49510,2317,"Griffith, S. C.",3,"Macquarie Univ, Dept Brain Behav & Evolut, N Ryde, NSW 2109, Australia.",macquarie univ,dept brain behav & evolut,2109,n ryde,NA,australia,NA,A-1996-2010,0000-0001-7612-4999,WOS:000274483400009,16883,J,2010,OXFORD UNIV PRESS INC
49511,20168,"Mariette, Mylene M.",2,"Macquarie Univ, Dept Brain Behav & Evolut, N Ryde, NSW 2109, Australia.",macquarie univ,dept brain behav & evolut,2109,n ryde,NA,australia,NA,AAA-9966-2020,0000-0003-0567-4111,WOS:000274483400009,16883,J,2010,OXFORD UNIV PRESS INC
49512,60660,"Pariser, Emma C.",1,"Macquarie Univ, Dept Brain Behav & Evolut, N Ryde, NSW 2109, Australia.",macquarie univ,dept brain behav & evolut,2109,n ryde,NA,australia,NA,NA,NA,WOS:000274483400009,16883,J,2010,OXFORD UNIV PRESS INC
49513,8293,"Gros-Louis, Julie",4,"Univ Iowa, Dept Psychol, Iowa City, IA 52232 USA.",univ iowa,dept psychol,52232,iowa city,ia,usa,NA,NA,0000-0002-4822-7197,WOS:000274483400002,16884,J,2010,OXFORD UNIV PRESS INC
49514,19133,"King, AP",2,"Indiana Univ, Dept Psychol, Bloomington, IN 47405 USA.",indiana univ,dept psychol,47405,bloomington,in,usa,NA,NA,NA,WOS:000274483400002,16884,J,2010,OXFORD UNIV PRESS INC
49515,12156,"Tuttle, Elaina M.",5,"Indiana State Univ, Dept Life Sci, Terre Haute, IN 47809 USA.",indiana state univ,dept life sci,47809,terre haute,in,usa,NA,A-1485-2016,0000-0002-2465-918X,WOS:000274483400002,16884,J,2010,OXFORD UNIV PRESS INC
49516,19134,"West, MJ",3,"Indiana Univ, Dept Psychol, Bloomington, IN 47405 USA.",indiana univ,dept psychol,47405,bloomington,in,usa,NA,NA,NA,WOS:000274483400002,16884,J,2010,OXFORD UNIV PRESS INC
49517,2500,"White, David J.",1,"Univ Penn, Dept Psychol, Philadelphia, PA 19104 USA.",univ penn,dept psychol,19104,philadelphia,pa,usa,NA,NA,NA,WOS:000274483400002,16884,J,2010,OXFORD UNIV PRESS INC
49518,11465,"Fuxjager, Matthew J.",1,"Univ Wisconsin, Dept Zool, Madison, WI 53706 USA.",univ wisconsin,dept zool,53706,madison,wi,usa,NA,NA,NA,WOS:000272925000007,16885,J,2010,OXFORD UNIV PRESS INC
49519,1738,"Marler, CA",2,"Univ Wisconsin, Dept Zool, Madison, WI 53706 USA.",univ wisconsin,dept zool,53706,madison,wi,usa,NA,AAB-6883-2020,0000-0002-2783-1029,WOS:000272925000007,16885,J,2010,OXFORD UNIV PRESS INC
49520,1423,"Bshary, Redouan",2,"Univ Neuchatel, Inst Biol, CH-2009 Neuchatel, Switzerland.",univ neuchatel,inst biol,2009,neuchatel,NA,switzerland,NA,NA,0000-0001-7198-8472,WOS:000271813600026,16886,J,2009,OXFORD UNIV PRESS INC
49521,15624,"Cote, IM",3,"Simon Fraser Univ, Dept Biol Sci, Burnaby, BC V5A 1S6, Canada.",simon fraser univ,dept biol sci,v5a1s6,burnaby,NA,canada,NA,NA,NA,WOS:000271813600026,16886,J,2009,OXFORD UNIV PRESS INC
49522,3002,"Soares, Marta C.",1,"Inst Super Psicol Aplicada, Unidade Invest Ecoetol, Intergrat Behav Biol Grp, P-1149041 Lisbon, Portugal.",inst super psicol aplicada,unidade invest ecoetol,1149041,lisbon,NA,portugal,NA,J-4448-2013,0000-0001-5304-3424,WOS:000271813600026,16886,J,2009,OXFORD UNIV PRESS INC
49523,3002,"Soares, Marta C.",1,"Inst Super Psicol Aplicada, Unidade Invest Ecoetol, Intergrat Behav Biol Grp, P-1149041 Lisbon, Portugal.",inst super psicol aplicada,unidade invest ecoetol,1149041,lisbon,NA,portugal,NA,J-4448-2013,0000-0002-5213-2377,WOS:000271813600026,16886,J,2009,OXFORD UNIV PRESS INC
49524,3002,"Soares, Marta C.",1,"Inst Super Psicol Aplicada, Unidade Invest Ecoetol, Intergrat Behav Biol Grp, P-1149041 Lisbon, Portugal.",inst super psicol aplicada,unidade invest ecoetol,1149041,lisbon,NA,portugal,NA,J-4448-2013,0000-0001-5304-3424,WOS:000271813600026,16886,J,2009,OXFORD UNIV PRESS INC
49525,3002,"Soares, Marta C.",1,"Inst Super Psicol Aplicada, Unidade Invest Ecoetol, Intergrat Behav Biol Grp, P-1149041 Lisbon, Portugal.",inst super psicol aplicada,unidade invest ecoetol,1149041,lisbon,NA,portugal,NA,J-4448-2013,0000-0002-5213-2377,WOS:000271813600026,16886,J,2009,OXFORD UNIV PRESS INC
49526,43896,"Barbosa, Flavia",1,"Univ Missouri, Div Biol Sci, Columbia, MO 65211 USA.",univ missouri,div biol sci,65211,columbia,mo,usa,NA,NA,NA,WOS:000269956400007,16887,J,2009,OXFORD UNIV PRESS INC
49527,15741,"Dornhaus, Anna",1,"Univ Arizona, Dept Ecol & Evolut Biol, Tucson, AZ 85721 USA.",univ arizona,dept ecol & evolut biol,85721,tucson,az,usa,NA,NA,NA,WOS:000269956400002,16888,J,2009,OXFORD UNIV PRESS INC
49528,2758,"Franks, NR",3,"Univ Bristol, Sch Biol Sci, Bristol BS8 1UG, Avon, England.",univ bristol,sch biol sci,bs81ug,bristol,avon,england,NA,AAG-8207-2019,NA,WOS:000269956400002,16888,J,2009,OXFORD UNIV PRESS INC
49529,62033,"Holley, Jo-Anne",2,"Univ Arizona, Dept Ecol & Evolut Biol, Tucson, AZ 85721 USA.",univ arizona,dept ecol & evolut biol,85721,tucson,az,usa,NA,NA,NA,WOS:000269956400002,16888,J,2009,OXFORD UNIV PRESS INC
49530,49530,"Beverly, Blair D.",1,"Stanford Univ, Dept Biol Sci, Stanford, CA 91305 USA.",stanford univ,dept biol sci,91305,stanford,ca,usa,NA,NA,NA,WOS:000265950200023,16889,J,2009,OXFORD UNIV PRESS INC
49531,25200,"Gordon, DM",5,"Stanford Univ, Dept Biol Sci, Stanford, CA 91305 USA.",stanford univ,dept biol sci,91305,stanford,ca,usa,NA,NA,NA,WOS:000265950200023,16889,J,2009,OXFORD UNIV PRESS INC
49532,5981,"Holmes, S",4,"Stanford Univ, Dept Stat, Stanford, CA 94305 USA.",stanford univ,dept stat,94305,stanford,ca,usa,NA,JGL-6344-2023,0000-0002-2208-8168,WOS:000265950200023,16889,J,2009,OXFORD UNIV PRESS INC
49533,49533,"McLendon, H.",2,"Stanford Univ, Dept Biol Sci, Stanford, CA 91305 USA.",stanford univ,dept biol sci,91305,stanford,ca,usa,NA,NA,NA,WOS:000265950200023,16889,J,2009,OXFORD UNIV PRESS INC
49534,49534,"Nacu, Serban",3,"Stanford Univ, Dept Stat, Stanford, CA 94305 USA.",stanford univ,dept stat,94305,stanford,ca,usa,NA,NA,NA,WOS:000265950200023,16889,J,2009,OXFORD UNIV PRESS INC
